Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
0.0188266280429005,0,0,0,-1.16262975778547,1.38062283737024,0.0107851611789437,0.00876561174104486,0.0129561965014573,0.00419058476041248,0.464864232729211,0.64155824865946+0i
0.0193211913726847,0,0,0,-1.91349480968858,2.80276816608997,0.0109024454839902,0.00864832743599833,0.0124616331716732,0.00381330573567484,0.261181010647942,0.960725179149516+0i
0.0165600938420288,0,0,0,-1.29757785467128,0.72318339100346,0.010389231971472,0.00916154094851657,0.015222730702329,0.00606118975381245,0.390964494448149,0.737790846444956+0i
0.0165244914010905,0,0,0,-1.80276816608996,1.06228373702422,0.00888675004849303,0.0106640228714955,0.0152583331432674,0.00459431027177186,0.32462196260019,0.840965043292556+0i
0.0285162288126386,0,0,1,-2.85467128027682,5.33910034602076,0.01603284050586,0.00301525904930983,0.0032665957317192,0.000251336682409372,0.192634476555525,1.12619632720669+0i
0.0311799525149298,0,0,1,-7.1280276816609,3.99307958477509,0.0189965550850097,0.000554217834978884,0.000602872029428082,4.86541944491985e-05,-0.311918681312434,1.01529217681469-1.5707963267949i
0.0294573768183444,0,0,1,-5.49826989619377,2.03114186851211,0.0175242420719452,0.00202653084804334,0.00232544772601343,0.00029891687797009,-0.115232998153329,1.45706838366785-1.5707963267949i
0.0283416412511699,0,0,1,-3.80968858131488,7.7681660899654,0.0168101480461987,0.00274062487378984,0.00344118329318795,0.000700558419398112,0.193725892700149,1.12314987970831+0i
0.0284829919771094,0,0,1,-6.33910034602076,3.08996539792388,0.0166238577763444,0.00292691514364412,0.00329983256724847,0.000372917423604353,-0.11145016944385,1.47273181417965-1.5707963267949i
0.0302937271757564,0,0,1,-4.50173010380623,5.98269896193772,0.0192379598702367,0.00031281304975183,0.00148909736860143,0.0011762843188496,0.209954107621301,1.07967198859718+0i
0.0313235932970949,0,0,1,-7.4083044982699,2.02076124567474,0.0185959354475906,-3.63749778720026e-05,0.000459231247262958,0.00049560622513496,-0.262003650634989,1.08779366111024-1.5707963267949i
0.0317462247391487,0,0,1,-7.33910034602076,7.3840830449827,0.0186936552354918,-0.00078391807407859,3.65998052090991e-05,0.000820517879287689,-0.208501378129743,1.18656196614613-1.5707963267949i
0.0288533782162493,0,0,1,-3.68858131487889,1.21107266435986,0.018934730333148,0.000616042586840502,0.0029294463281085,0.002313403741268,0.220466437732768,1.0531743344185+0i
0.0297455919470448,0,0,1,-7.01384083044983,2.33910034602076,0.017939672899653,0.00161110002033554,0.002037232597313,0.000426132576977453,-0.199939056167998,1.20509096545239-1.5707963267949i
0.0315314659767963,0,0,1,-6.62629757785467,3.55363321799308,0.0197934818504749,-0.000242708930486378,0.000251358567561512,0.00049406749804789,-0.131556776667955,1.39528077821414-1.5707963267949i
0.0272094275770819,0,0,1,-5.57093425605536,1.9757785467128,0.016514237986759,0.00303653493322955,0.00457339696727597,0.00153686203404642,0.0707454706434189,1.65376392595772+0i
0.026383111471895,0,0,1,-7.32179930795848,1.70934256055363,0.0142270030884186,0.00532376983156994,0.00539971307246284,7.59432408929013e-05,-0.347595689981731,0.971789173555433-1.5707963267949i
0.0260358578077988,0,0,1,-6.06920415224913,-0.0415224913494812,0.0171568031178013,0.00239396980218727,0.00574696673655907,0.0033529969343718,-0.106465914821484,1.49426013093454-1.5707963267949i
0.0200103327982547,0,0,1,-1.47750865051903,-0.0622837370242215,0.0119970010659586,0.00755377185402998,0.0117724917461032,0.00421871989207317,0.344985901971618,0.807264919935412+0i
0.0243875309801826,0,0,1,-7.40484429065744,0.737024221453287,0.0154816709031453,0.00406910201684322,0.00739529356417525,0.00332619154733203,-0.178433229093499,1.25591133518422-1.5707963267949i
0.0365207820346684,0,1,1,-6.19723183391003,1.11418685121107,0.0218136295801223,0.00226285666013376,0.00473795749031058,0.00247510083017682,0.0288298470714678,2.11262623745408+0i
0.0367523703972446,0,1,1,-6.06920415224913,0.768166089965398,0.0220549839371527,0.00250421101716413,0.00496954585288672,0.00246533483572259,-0.0940164167521743,1.55308914556359-1.5707963267949i
0.038036122049913,0,1,1,-6.03460207612457,2.02768166089965,0.0230264087086796,0.00347563578869109,0.00625329750555513,0.00277766171686404,-0.00910397859837731,2.69838004751919-1.5707963267949i
0.0377628909829061,0,1,1,-3.56401384083045,0.512110726643598,0.0234866112762636,0.00393583835627505,0.0059800664385483,0.00204422808227325,0.118983317257304,1.3827923323873+0i
0.0349099866319692,0,1,1,-3.56055363321799,0.321799307958477,0.0195118475307194,-3.89253892691937e-05,0.00312716208761137,0.00316608747688057,0.200393422437562,1.10488427567235+0i
0.0353176907178917,0,1,1,-1.42560553633218,0.840830449826989,0.0214262864970435,0.00187551357705494,0.00353486617353389,0.00165935259647895,0.292109752179941,0.899233677398043+0i
