session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
616724fc067ab143c74c803f,61085282a230691c4078e3c2,AWAITING REVIEW,2021-10-13 18:27:14.337000,2021-10-13 19:48:16.302000,4861.965,21,25,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
6167260f4a61e530a59739f1,60fd0828a62dcfd1306dbc62,RETURNED,2021-10-13 18:31:47.234000,,82948.273228,18,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
616726703d2ce567e4080636,60fcd7cdd071e0dddb0fea65,AWAITING REVIEW,2021-10-13 18:33:24.971000,2021-10-13 19:52:24.770000,4739.799,20,41,0,100,,4A526F60,United States,United States,Part-Time,English,United States,Female,Yes
61672752cd9ed5e85a8d3183,5e28c4b59f0de509e0322c85,AWAITING REVIEW,2021-10-13 18:37:10.430000,2021-10-13 19:34:34.944000,3444.514,20,231,1,100,,NOCODE,United States,United States,DATA EXPIRED,Spanish,United States,Male,DATA EXPIRED
61672986e732a9173cd7820e,614beda2ac4673a322e2b132,AWAITING REVIEW,2021-10-13 18:46:42.962000,2021-10-13 20:04:05.908000,4642.946,23,57,0,100,,4A526F60,United States,United States,DATA EXPIRED,English,United States,Female,No
61672992feef5d5c4b1a48ad,60fd80043ee77f5be40c95a8,AWAITING REVIEW,2021-10-13 18:51:24.600000,2021-10-13 20:31:15.290000,5990.69,18,83,1,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
616729c0fb4853b4f55b52cd,60fdbf79f5174b34d8b1e433,AWAITING REVIEW,2021-10-13 18:47:32.807000,2021-10-13 19:50:19.175000,3766.368,21,45,0,100,,NOCODE,United States,United States,Due to start a new job within the next month,English,United States,Female,Yes
616729d1553086afa8b7af6d,61647cde20fcb4653d287158,AWAITING REVIEW,2021-10-13 18:47:48.717000,2021-10-13 19:40:20.526000,3151.809,25,23,0,100,,NOCODE,Guatemala,United States,Part-Time,Spanish,United States,Female,DATA EXPIRED
61672a1c05f33b2abd1068d5,6143194a035e9035ae36d89e,RETURNED,2021-10-13 18:50:38.606000,,81817.05121,25,74,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61672ad73e7a42c133e8b9f8,6147d4eafd1b6e3e02ef1fb3,RETURNED,2021-10-13 18:52:12.432000,,81723.260682,25,67,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61672bcb16fef96903ea872c,616391ba4454223559d1ab23,AWAITING REVIEW,2021-10-13 18:56:13.676000,2021-10-13 19:51:06.746000,3293.07,23,20,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Male,Yes
61672bf8b1df6cad70e85a11,5acd57771667e40001d8cae6,AWAITING REVIEW,2021-10-13 18:57:03.301000,2021-10-13 19:56:26.387000,3563.086,22,219,2,100,,4A526F60,Dominican Republic,United States,Part-Time,English,United States,Male,Yes
61672c3863ba02f4ffaca926,5fbec09648257b0cce0c64d9,RETURNED,2021-10-13 18:58:05.528000,,81370.272919,21,233,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61672d1ae4c98d82188f92d1,615dd374dde51d88fe827fee,AWAITING REVIEW,2021-10-13 19:01:51.439000,2021-10-13 19:59:45.531000,3474.092,25,58,1,99,,4A526F60,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Yes
61672d7b6ae623e7772338bf,6111ab26be83920fe3023da9,TIMED-OUT,2021-10-13 19:03:28.911000,,81046.930745,22,60,0,100,,,DATA EXPIRED,United States,Part-Time,DATA EXPIRED,United States,Female,DATA EXPIRED
61672eee2e7c39a165005c89,6122dedcb014ea891e2d9695,RETURNED,2021-10-13 19:09:40.753000,,80675.135498,21,19,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6167305e20dceed6232eb11d,610897dc497d9f84c7a8d12b,AWAITING REVIEW,2021-10-13 19:15:44.589000,2021-10-13 20:07:07.062000,3082.473,23,68,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Female,No
