name,version,batch,status,tasks_finished,dur_mins,started,progressed,pid,hitId,trials,workerId,complete,assignmentId,profile,return
light-ghost,1,f,finished,3,13,2021-08-26 17:00:17.197,2021-08-26 17:13:59.310,13334,______,0,Pirate,0,prolific_______,2,https://cri-datacap.org/surveys/?s=sLLKs5vZyF
mighty-dogfish,1,f,finished,3,13,2021-08-29 18:05:12.065,2021-08-29 18:17:11.755,13334,612bca2dd1d5773d0cae82ed,0,612ba4bfee20a1ffc86116f9,0,prolific_612bc3ab2f7772b2aa74f31d,2,https://cri-datacap.org/surveys/?s=qIzVIweZc3
cute-unicorn,1,f,finished,3,13,2021-08-29 18:07:38.482,2021-08-29 18:21:38.403,13334,612bca0d0836545e2029b16c,0,612adf57b55ffa873c046421,0,prolific_612bc3ab2f7772b2aa74f31d,2,https://cri-datacap.org/surveys/?s=jShQTiCgMN
definite-badger,1,f,finished,3,13,2021-08-29 18:19:08.550,2021-08-29 18:29:54.610,13334,612bc9ae578b745d375c8a12,0,5c8091a129972400140bbbcb,1,prolific_612bc3ab2f7772b2aa74f31d,0,https://cri-datacap.org/surveys/?s=PkR4iwzX7A
sharing-stallion,1,f,finished,3,13,2021-08-29 18:30:18.045,2021-08-29 18:41:22.557,13334,612bcaa89abfaa3eed6d6f76,0,61005792708881fd44c616f9,1,prolific_612bc3ab2f7772b2aa74f31d,0,https://cri-datacap.org/surveys/?s=ARKAQsY4uc
discrete-colt,1,f,finished,3,14,2021-08-29 18:37:16.950,2021-08-29 18:59:38.727,13334,612bc995c9d834f0805d5fc7,0,611774f2dc499c072d6446a7,1,prolific_612bc3ab2f7772b2aa74f31d,0,https://cri-datacap.org/surveys/?s=XZzqsHcDgM
diverse-fox,1,g,finished,3,13,2021-09-13 18:15:32.447,2021-09-13 18:32:46.761,13334,613f8cca65bd35c5c2cfba2a,0,5f3f2f810bc0852281ed9072,1,prolific_613f7749cca1de9deab15913,0,https://cri-datacap.org/surveys/?s=hpYDiJFjDL
massive-gator,1,g,finished,3,13,2021-09-13 19:12:42.382,2021-09-13 19:25:32.772,13334,613fa0a7cdbb26a8f027df31,0,611f07820579ae98314e9b4e,0,prolific_613f7749cca1de9deab15913,2,https://cri-datacap.org/surveys/?s=XC7MgfXthn
live-caiman,1,g,timedout,0,0,2021-09-13 19:03:06.387,2021-09-13 19:03:06.387,13334,613f9e96ffc189ef1bfa1915,0,611c09f3095bcdd39a9c2d43,0,prolific_613f7749cca1de9deab15913,2,https://cri-datacap.org/surveys/?s=JCM2HRUDYc
renewed-wasp,1,h,finished,3,13,2021-09-14 21:59:07.284,2021-09-14 22:10:40.840,13334,61411935e9f7a174879c8fcc,0,613eacdc01a113faeafcb9cd,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=zPbsjCUZ2P
pleasing-bullfrog,1,h,finished,3,13,2021-09-14 22:09:21.303,2021-09-14 22:23:14.950,13334,61411bb2bd96182ae0b029db,0,5caa8efdf9a1bd0001ada0de,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=vhADDyHs6g
welcome-grouper,1,h,finished,3,14,2021-09-14 22:11:58.875,2021-09-14 22:27:00.490,13334,61411c355b541e14a54769db,0,6126a42c23eb50441fb8377f,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=ZuZ72aie8D
fitting-sole,1,h,finished,3,13,2021-09-14 22:19:06.437,2021-09-14 22:30:46.041,13334,61411a82bb3043dfe2960d5a,0,6140e1974c9dae116f8dbcc4,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=QG8HoGRVEm
growing-bluegill,1,h,finished,3,16,2021-09-14 22:28:24.186,2021-09-14 22:42:38.218,13334,6141206e49f657b180fe2fa7,0,60fe3799642da04fc85c5dbc,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=wtufzfngLU
usable-turtle,1,h,finished,3,13,2021-09-14 22:30:12.178,2021-09-14 22:43:01.809,13334,61411fe24e7705e437b94b66,0,60ea163b919cfeb8f686f5c9,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=3U2DF7xmiz
musical-stag,1,h,finished,3,13,2021-09-14 22:43:01.800,2021-09-14 22:57:00.848,13334,614121502093ade0e671d0a6,0,6111b0772abddb93c39f3737,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=CyyBxBD5cZ
moving-calf,1,h,finished,3,13,2021-09-14 22:53:57.310,2021-09-14 23:05:26.302,13334,61412623d282bcc91b97a66d,0,5e9e09c90b07401b5b7dcd8b,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=2HQLbnfnHM
big-macaw,1,h,finished,3,13,2021-09-14 22:54:14.020,2021-09-14 23:05:47.504,13334,6141262b28edfa4e282883ab,0,6140e85de611a8d1aa7ebc12,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=CGYDtiNd6e
hot-basilisk,1,h,finished,3,13,2021-09-14 23:06:25.979,2021-09-14 23:18:03.546,13334,614129304a272b1c8555038c,0,60fda91b12a5c6c683f2f9ca,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=CWgQMHPG69
good-oarfish,1,h,finished,3,13,2021-09-14 23:08:41.836,2021-09-14 23:20:20.915,13334,61412495a47f736004225e38,0,61077680055c4cbdddb24aae,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=W4wjnI9yX6
polished-dog,1,h,finished,3,13,2021-09-14 23:13:25.429,2021-09-14 23:24:22.077,13334,61412609cbb41d9df36dcf6c,0,614108f77f02135189a295ec,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=9pJbjgzMij
guiding-seasnail,1,h,finished,3,13,2021-09-14 23:13:49.127,2021-09-14 23:25:31.155,13334,61412aa96c134aa1aa5a12cb,0,613d08ebdc5fd6eec95cfaf5,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=Iph7Zq6Pqv
social-toucan,1,h,finished,3,13,2021-09-14 23:21:47.819,2021-09-14 23:33:22.783,13334,61412c84cd0355d61df6960f,0,613d949034404ec91bee5e09,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=dscd8FgWAc
rapid-gorilla,1,h,finished,3,13,2021-09-14 23:25:31.596,2021-09-14 23:38:15.621,13334,614126061f8f6974f2b248d9,0,612920969dd11ffbe0de83ad,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=AGer3eTp5K
enough-pony,1,h,finished,3,22,2021-09-14 23:25:49.870,2021-09-14 23:49:52.515,13334,61412cdff13d4aec6ae6dbf1,0,613a57a3d918106d2061aa2b,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=tpawQX5cU7
pretty-puma,1,h,finished,3,13,2021-09-14 23:26:04.811,2021-09-14 23:36:57.134,13334,61412dfc7d8b9944a2d800c2,0,60fde90f24f79c4471d0eb92,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=nQe36JHiD5
assured-crayfish,1,h,finished,3,13,2021-09-14 23:26:47.379,2021-09-14 23:37:43.268,13334,6141298a7422261809eabfe7,0,609d9fe301f9ef27d7285081,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=NwqEnj3pRS
teaching-goblin,1,h,finished,3,13,2021-09-14 23:32:18.597,2021-09-14 23:44:30.942,13334,61412ee2f132740d028969b8,0,6122b675852a3137f09aee79,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=TtqDK9KjMK
moral-bass,1,h,finished,3,13,2021-09-14 23:33:23.841,2021-09-14 23:46:01.185,13334,61412ee94d04883084e42578,0,613fb7bb37e9fd4f268e0dd5,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=K28yiTfuKz
refined-oyster,1,h,finished,3,13,2021-09-14 23:34:23.558,2021-09-14 23:50:46.179,13334,61412ee5067301c5e025c32a,0,61047420224037253f952387,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=5DmefiSs9N
calm-fawn,1,h,finished,3,13,2021-09-14 23:37:09.246,2021-09-14 23:48:21.856,13334,6141307135400fff7ac9553e,0,6119c9f6e9f194da19f0f2b2,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=5Hk6KIShxc
concrete-monster,1,h,finished,3,13,2021-09-14 23:38:27.150,2021-09-14 23:49:52.908,13334,61412fd953f87c3dcbf67f89,0,61077ad8e901a0734c24a0a7,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=5nTTrIcIg5
choice-lynx,1,h,finished,3,13,2021-09-14 23:47:42.313,2021-09-15 00:05:20.201,13334,614132bd9eb9d33b5e3fd3ee,0,60ff794e308046ecd9da3137,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=K65p45kXYt
right-lizard,1,h,finished,3,13,2021-09-14 23:47:43.069,2021-09-14 23:59:28.697,13334,6141326e9c98af77fb53f1f4,0,611212b2a17343e9e927a2a5,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=xvr4ePGyHF
notable-skunk,1,h,finished,3,13,2021-09-14 23:49:05.180,2021-09-15 00:06:25.488,13334,61412dc7d9727ce04d050419,0,613927703e23f814407dc5c7,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=zxYk27Iyxn
clever-jaybird,1,h,finished,3,7,2021-09-14 23:53:37.989,2021-09-14 23:58:38.954,13334,6141313c12db0ed99c33fc24,0,5b91ca0f8a79b000013f9481,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=C2THrZG9wF
fresh-elk,1,h,finished,3,13,2021-09-14 23:54:29.698,2021-09-15 00:07:03.456,13334,6141342033be280baf20cc8a,0,613a41fe2deb50472e248e2a,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=nUhHvQBqHv
alive-cheetah,1,h,finished,3,13,2021-09-14 23:54:59.070,2021-09-15 00:08:54.521,13334,614130724de5f7d33462b6ba,0,612bcf64ad6a3f7c1930315b,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=rV9WkjCobd
joint-tadpole,1,h,finished,3,13,2021-09-14 23:57:45.548,2021-09-15 00:09:14.763,13334,61413007b5fc09dea440f7aa,0,612819d5c4f57a5fb23d03b3,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=eZHxcW5Y9m
enormous-tahr,1,h,finished,3,13,2021-09-14 23:59:45.786,2021-09-15 00:12:40.693,13334,614130d4221451e842643d23,0,60ff3525cb94842d9822bc30,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=TpmcqwSIsw
hip-shiner,1,h,finished,3,16,2021-09-15 00:03:15.879,2021-09-15 00:18:29.280,13334,61412e9718dab0fcff48c3cf,0,60fcb64c52cb3e4c9ec0c76b,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=VP35RCYtvy
verified-fowl,1,h,finished,3,13,2021-09-15 00:07:27.623,2021-09-15 00:18:27.402,13334,614132bdbc9beefa981e59f4,0,60fe45c6e405df9b2eaf70fb,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=3efaXGr5F8
eminent-goat,1,h,finished,3,13,2021-09-15 00:09:19.637,2021-09-15 00:20:16.664,13334,61413367113f0f0d58c5b418,0,610042ba595072828fa1cc6c,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=TQeXeH9TFg
communal-swine,1,h,finished,3,13,2021-09-15 00:11:09.615,2021-09-15 00:26:08.271,13334,6141345403d85a677960435c,0,61094cccb8c79b6a734c2d18,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=IexVIjyXeX
loving-orca,1,h,finished,3,13,2021-09-15 00:15:22.067,2021-09-15 00:27:06.686,13334,614133ef371c8667a2779d63,0,610792c965f99b812af40d14,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=LjvqyeFyY7
picked-monarch,1,h,finished,3,13,2021-09-15 00:21:02.832,2021-09-15 00:32:15.665,13334,6141363ec9d2346cfb3d9cbe,0,61098d895dc754f8dae63e2b,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=ByZeqDCGWY
cool-whale,1,h,finished,3,13,2021-09-15 00:25:07.500,2021-09-15 00:36:28.053,13334,61413b8490c3d1efa7d6c888,0,61087340524af628c86bc38c,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=CLQvhkUbqn
cheerful-sponge,1,h,finished,3,13,2021-09-15 00:27:26.073,2021-09-15 00:38:14.294,13334,6141373c02c7f119f25ae95e,0,613ff27bfc16f6849d1dc1e1,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=m4CCUI4upd
casual-cowbird,1,h,finished,3,13,2021-09-15 00:27:57.048,2021-09-15 00:39:16.091,13334,61413677b2050a3a125720fa,0,613aa658cf120c357fba7dd6,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=P2E349Sd2a
brave-fox,1,h,finished,3,13,2021-09-15 00:28:22.296,2021-09-15 00:39:41.019,13334,614137e86a3c62b5994b1666,0,6107527f2b4db80299830ae8,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=pdMAPgIbdP
sterling-tick,1,h,finished,3,13,2021-09-15 00:32:41.686,2021-09-15 00:54:48.233,13334,61413d256e9f5480e6da9863,0,6110a3cea048e6a387686a00,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=dw93g6nR5Z
creative-woodcock,1,h,finished,3,13,2021-09-15 00:34:03.643,2021-09-15 00:46:56.635,13334,61412f895cd6047eb609c97e,0,613bb7f2a06a3b358fe33f46,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=RTpkkfYILE
magical-jawfish,1,h,finished,3,13,2021-09-15 00:39:11.118,2021-09-15 00:49:53.896,13334,6141343ed1d9c92a4e809ffb,0,60ff77d2807ea6ce498ab452,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=wez2Q7BBmk
artistic-minnow,1,h,finished,3,13,2021-09-15 00:45:06.627,2021-09-15 00:57:07.194,13334,61413e2fda52ddc87b88a21c,0,6132c13194808d59aae1cc62,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=8KLBGraHKZ
skilled-skink,1,h,finished,3,13,2021-09-15 01:14:23.863,2021-09-15 01:26:18.625,13334,614142355a7080ce4a165562,0,6108666b401f2eb3e96153bd,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=AfTy6uTs28
sound-kodiak,1,h,finished,3,13,2021-09-15 02:12:15.280,2021-09-15 02:23:13.667,13334,6141359eb46002baecfd095e,0,613aa7b98f3d94f2d830bbe7,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=am4VIiMa7A
awake-octopus,1,h,finished,3,24,2021-09-15 02:22:48.454,2021-09-15 02:49:50.302,13334,61414ca683d888da5cc46e52,0,610222b97be726dfedb61b42,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=4PzoEfzkZ9
saving-doe,1,h,finished,3,13,2021-09-15 02:40:09.018,2021-09-15 02:51:16.890,13334,614156872baaa5c1f76ea970,0,60fefa8d26f46e84a295b223,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=75IWt7XayK
valid-dinosaur,1,h,finished,3,13,2021-09-15 14:34:42.483,2021-09-15 14:47:14.582,13334,6141fcb732f0e3dc970d88f9,0,610989c60322d9a2497a828b,1,prolific_6140d2bf320df68dc96327b1,0,https://cri-datacap.org/surveys/?s=vhCMo3ZfPd
enjoyed-hen,1,h,started,0,0,2021-09-14 22:00:17.883,2021-09-14 22:00:17.883,13334,6141192dd0ae33804f51cfa8,0,5ee8e28f8ebaec0b3e1d1b57,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=Xd6DsnBckU
free-quetzal,1,h,started,1,1,2021-09-14 23:23:10.095,2021-09-14 23:23:19.237,13334,61412cf8c289e9f3355f928f,0,613fc1503973ef3a8c896c6e,0,prolific_6140d2bf320df68dc96327b1,2,https://cri-datacap.org/surveys/?s=RMTcxAfJBR
