session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6141326e9c98af77fb53f1f4,611212b2a17343e9e927a2a5,AWAITING REVIEW,2021-09-14 23:38:52.073000,2021-09-15 00:32:52.381000,3240.308,19,45,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
614132bd9eb9d33b5e3fd3ee,60ff794e308046ecd9da3137,AWAITING REVIEW,2021-09-14 23:39:44.626000,2021-09-15 00:38:14.489000,3509.863,24,20,0,100,,NOCODE,United States,United States,Other,Arabic,United States,Female,Yes
614132bdbc9beefa981e59f4,60fe45c6e405df9b2eaf70fb,AWAITING REVIEW,2021-09-14 23:39:45.869000,2021-09-15 00:37:47.886000,3482.017,25,11,0,100,,NOCODE,United States,United States,Other,Vietnamese,United States,Female,Yes
61413367113f0f0d58c5b418,610042ba595072828fa1cc6c,AWAITING REVIEW,2021-09-14 23:42:38.077000,2021-09-15 00:39:55.143000,3437.066,22,50,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,No
614133df0cb4893c3d56f07d,568a58e0d3d6a7000ba2414e,RETURNED,2021-09-14 23:54:31.459000,,56721.901643,23,226,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
614133ef371c8667a2779d63,610792c965f99b812af40d14,AWAITING REVIEW,2021-09-14 23:44:49.256000,2021-09-15 00:53:20.821000,4111.565,20,25,0,100,,NOCODE,United States,United States,Other,English,United States,Female,No
6141342033be280baf20cc8a,613a41fe2deb50472e248e2a,AWAITING REVIEW,2021-09-14 23:45:46.649000,2021-09-15 00:48:31.140000,3764.491,21,15,0,100,,NOCODE,United States,United States,Other,English,United States,Female,Yes
6141343ed1d9c92a4e809ffb,60ff77d2807ea6ce498ab452,AWAITING REVIEW,2021-09-14 23:46:23.251000,2021-09-15 01:07:55.009000,4891.758,18,1,0,100,,4A526F60,United States,United States,Due to start a new job within the next month,Spanish,United States,Female,Yes
6141345403d85a677960435c,61094cccb8c79b6a734c2d18,AWAITING REVIEW,2021-09-14 23:46:31.054000,2021-09-15 00:51:08.228000,3877.174,22,14,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
614134d6fe05a882ce3f0f3a,60fccc9d2411dc9547a23fc1,RETURNED,2021-09-14 23:48:40.170000,,57073.301647,19,10,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
