1,0.974295980450459
1,0.994373059081856
1,0.936271189605427
1,0.878676814599394
1,-0.0454935707638578
1,-0.0251175888866022
1,0.117284243240989
1,0.373445888198631
0.999999999999999,-0.0560678827485953
1,0.616584815378331
1,0.219514632413183
1,0.181331111846391
1,-0.0212225000694358
1,0.911444736071319
1,0.244854840345948
1,0.706566957311089
1,0.413457097167797
1,0.330467185448657
1,0.993629729388807
1,0.589528452198312
-1,-0.704937501125647
-1,-0.722226158057694
-1,-0.705550799541521
-1,-0.82366413800649
-1,-0.869192242657267
-1,-0.809855005129023
-1,-0.848685249581177
-1,-0.780565933813046
-1,-0.719994823201038
-1,-0.739227850696097
-1,-0.797356827969683
-1,-0.688971359926931
-1,-0.813575776377219
-1,-0.730598129549778
-1,-0.826279685386607
-1,-0.88054553106581
-1,-0.812152848765873
-1,-0.870484729045132
-1,-0.744972983145233
-1,-0.962516285835234
-1,-0.836546700790943
0.999999999999999,0.944949521292045
1,0.991338260138972
0.999999999999999,0.963639846657595
1,-0.269362672021849
1,-0.249672601594115
1,-0.109447403211025
1,0.154873085042871
0.999999999999999,-0.279544059286062
1,0.423382284455535
1,-0.00590492866417381
1,-0.0448670029916612
0.999999999999999,-0.245897968346364
1,0.795335088063231
1,0.0201467059315743
1,0.528992679728803
1,0.197714380879044
1,0.109357474130774
1,0.942702658298295
1,0.392412517144762
-1,-0.527039438570394
-0.999999999999999,-0.547851293678313
-1,-0.527774406555929
-1,-0.674746043172879
-1,-0.735459435357894
-1,-0.656887312268132
-0.999999999999999,-0.707724817630531
-1,-0.619690887095726
-1,-0.54515412973524
-1,-0.568516273771846
-1,-0.640908240331349
-1,-0.507987668367281
-1,-0.661677368395869
-1,-0.558001561094406
-1,-0.678154423103959
-1,-0.751141839568241
-1,-0.659843665670588
-1,-0.737232068410131
-1,-0.575546634725513
-1,-0.876676679011559
-1,-0.691618704417262
0.999999999999999,0.893790216098842
0.999999999999999,0.823157386061805
1,0.0605877142296475
1,0.0809253012929991
0.999999999999999,0.22182814661526
1,0.469615319938268
1,0.0500159449515769
0.999999999999999,0.696516717136668
1,0.321630575618034
1,0.284489570091645
1,0.0848080358271332
1,0.949900126026283
0.999999999999999,0.346187346443876
1,0.777555630062248
1,0.507586895374456
1,0.428590949459322
0.999999999999999,0.999976880838273
1,0.671779935162095
-0.999999999999999,-0.776107299916917
-0.999999999999999,-0.791432900366326
-1,-0.776652518508995
-1,-0.879102816938433
-0.999999999999999,-0.91668347418548
-0.999999999999999,-0.86744264474853
-0.999999999999999,-0.899938570650507
-1,-0.842390877459521
-1,-0.789460150295766
-1,-0.8064107423341
-0.999999999999999,-0.85680277041079
-0.999999999999999,-0.761875018913602
-1,-0.870594669141813
-0.999999999999999,-0.798820316489953
-0.999999999999999,-0.881299198684045
-1,-0.925799861212222
-1,-0.869390116531079
-1,-0.917727273990109
-1,-0.811449719248242
-1,-0.985832360331304
-1,-0.889880812560507
1,0.99038591663144
1,-0.393508654745659
1,-0.374684085205333
1,-0.239043794330475
1,0.0237828643212665
1,-0.403220205872477
1,0.300733443234635
1,-0.13718486166413
1,-0.175679489558155
1,-0.371068936963767
1,0.708835750625577
1,-0.111334513108041
1,0.412957719760476
1,0.0672610245495798
1,-0.0221354478374568
1,0.890719925403943
0.999999999999999,0.268214509579346
-1,-0.410861900658385
-1,-0.433235638071241
-1,-0.411650422063883
-1,-0.571970977250646
-1,-0.640101689168761
-1,-0.552173639955105
-1,-0.608809212903969
-1,-0.511246819283379
