subid,gender,condition,error,trial
67,2,0,3,18
67,2,0,9,19
67,2,0,1,20
67,2,0,1,21
67,2,0,5,22
67,2,0,5,23
67,2,0,6,24
67,2,0,6,25
67,2,0,1,26
67,2,0,3,27
67,2,0,0,28
67,2,0,2,29
67,2,0,6,30
67,2,0,6,31
67,2,0,2,32
67,2,0,2,33
67,2,0,2,34
67,2,0,4,35
67,2,0,1,36
67,2,0,2,37
67,2,0,5,38
67,2,0,8,39
67,2,0,1,40
67,2,0,3,41
67,2,0,0,42
68,1,0,3,1
68,1,0,2,2
68,1,0,1,3
68,1,0,4,4
68,1,0,3,5
68,1,0,4,6
68,1,0,3,7
68,1,0,3,8
68,1,0,1,9
68,1,0,4,10
68,1,0,1,11
68,1,0,4,12
68,1,0,3,13
68,1,0,3,14
68,1,0,2,15
68,1,0,1,16
68,1,0,1,17
68,1,0,4,18
68,1,0,2,19
68,1,0,3,20
68,1,0,1,21
68,1,0,3,22
68,1,0,4,23
68,1,0,3,24
68,1,0,1,25
68,1,0,0,26
68,1,0,3,27
68,1,0,1,28
68,1,0,0,29
68,1,0,3,30
68,1,0,0,31
68,1,0,3,32
68,1,0,3,33
68,1,0,3,34
68,1,0,1,35
68,1,0,1,36
68,1,0,1,37
68,1,0,1,38
68,1,0,2,39
68,1,0,3,40
68,1,0,1,41
68,1,0,3,42
69,2,0,3,1
69,2,0,5,2
69,2,0,5,3
69,2,0,3,4
69,2,0,1,5
69,2,0,2,6
69,2,0,2,7
69,2,0,7,8
69,2,0,5,9
69,2,0,4,10
69,2,0,1,11
69,2,0,2,12
69,2,0,1,13
69,2,0,2,14
69,2,0,2,15
69,2,0,4,16
69,2,0,2,17
69,2,0,2,18
69,2,0,5,19
69,2,0,6,20
69,2,0,4,21
69,2,0,3,22
69,2,0,0,23
69,2,0,2,24
69,2,0,2,25
69,2,0,4,26
69,2,0,2,27
69,2,0,2,28
69,2,0,4,29
69,2,0,0,30
69,2,0,0,31
69,2,0,3,32
69,2,0,1,33
69,2,0,1,34
69,2,0,2,35
69,2,0,0,36
69,2,0,5,37
69,2,0,3,38
69,2,0,1,39
69,2,0,6,40
69,2,0,6,41
69,2,0,2,42
70,3,0,5,1
70,3,0,1,2
70,3,0,1,3
70,3,0,3,4
70,3,0,4,5
70,3,0,0,6
70,3,0,5,7
70,3,0,1,8
70,3,0,0,9
70,3,0,0,10
70,3,0,0,11
70,3,0,0,12
70,3,0,2,13
70,3,0,5,14
70,3,0,2,15
70,3,0,3,16
70,3,0,7,17
70,3,0,2,18
70,3,0,2,19
70,3,0,2,20
70,3,0,3,21
70,3,0,1,22
70,3,0,5,23
70,3,0,4,24
70,3,0,0,25
70,3,0,4,26
70,3,0,1,27
70,3,0,1,28
70,3,0,2,29
70,3,0,2,30
70,3,0,0,31
70,3,0,4,32
70,3,0,3,33
70,3,0,1,34
70,3,0,0,35
70,3,0,1,36
70,3,0,5,37
70,3,0,2,38
70,3,0,0,39
70,3,0,1,40
70,3,0,1,41
70,3,0,1,42
71,2,0,6,1
71,2,0,0,2
71,2,0,9,3
71,2,0,2,4
71,2,0,2,5
71,2,0,0,6
71,2,0,0,7
71,2,0,1,8
71,2,0,1,9
71,2,0,2,10
71,2,0,3,11
71,2,0,2,12
71,2,0,1,13
71,2,0,0,14
71,2,0,0,15
71,2,0,2,16
71,2,0,3,17
71,2,0,1,18
71,2,0,2,19
71,2,0,1,20
71,2,0,2,21
71,2,0,2,22
71,2,0,1,23
71,2,0,3,24
71,2,0,4,25
71,2,0,3,26
71,2,0,2,27
71,2,0,1,28
71,2,0,0,29
71,2,0,0,30
71,2,0,0,31
71,2,0,2,32
71,2,0,1,33
71,2,0,2,34
71,2,0,2,35
71,2,0,0,36
71,2,0,2,37
71,2,0,1,38
71,2,0,1,39
71,2,0,1,40
71,2,0,1,41
71,2,0,2,42
72,2,0,2,1
72,2,0,0,2
72,2,0,1,3
72,2,0,2,4
72,2,0,2,5
72,2,0,1,6
72,2,0,6,7
72,2,0,6,8
72,2,0,7,9
72,2,0,2,10
72,2,0,0,11
72,2,0,3,12
72,2,0,4,13
72,2,0,0,14
72,2,0,0,15
72,2,0,0,16
72,2,0,1,17
72,2,0,6,18
72,2,0,2,19
72,2,0,1,20
72,2,0,5,21
72,2,0,1,22
72,2,0,1,23
72,2,0,1,24
72,2,0,1,25
72,2,0,2,26
72,2,0,2,27
72,2,0,2,28
72,2,0,3,29
72,2,0,4,30
72,2,0,8,31
72,2,0,3,32
72,2,0,3,33
72,2,0,6,34
72,2,0,0,35
72,2,0,1,36
72,2,0,6,37
72,2,0,4,38
72,2,0,1,39
72,2,0,3,40
72,2,0,2,41
72,2,0,2,42
73,1,0,1,1
73,1,0,4,2
73,1,0,4,3
73,1,0,6,4
73,1,0,1,5
73,1,0,1,6
73,1,0,1,7
73,1,0,1,8
73,1,0,2,9
73,1,0,0,10
73,1,0,1,11
73,1,0,2,12
73,1,0,1,13
73,1,0,0,14
73,1,0,1,15
73,1,0,1,16
73,1,0,0,17
73,1,0,0,18
73,1,0,2,19
73,1,0,3,20
73,1,0,0,21
73,1,0,1,22
73,1,0,1,23
73,1,0,4,24
73,1,0,3,25
73,1,0,2,26
73,1,0,3,27
73,1,0,2,28
73,1,0,1,29
73,1,0,2,30
73,1,0,1,31
73,1,0,0,32
73,1,0,3,33
73,1,0,1,34
73,1,0,1,35
73,1,0,2,36
73,1,0,1,37
73,1,0,1,38
73,1,0,1,39
73,1,0,2,40
73,1,0,2,41
73,1,0,3,42
74,1,0,1,1
74,1,0,4,2
74,1,0,3,3
74,1,0,0,4
74,1,0,2,5
74,1,0,4,6
74,1,0,4,7
74,1,0,8,8
74,1,0,1,9
74,1,0,2,10
74,1,0,2,11
74,1,0,2,12
74,1,0,2,13
74,1,0,1,14
74,1,0,5,15
74,1,0,0,16
74,1,0,1,17
74,1,0,3,18
74,1,0,0,19
74,1,0,3,20
74,1,0,2,21
74,1,0,1,22
74,1,0,1,23
74,1,0,1,24
74,1,0,2,25
74,1,0,2,26
74,1,0,1,27
74,1,0,0,28
74,1,0,0,29
74,1,0,1,30
74,1,0,3,31
74,1,0,1,32
74,1,0,3,33
74,1,0,0,34
74,1,0,1,35
74,1,0,2,36
74,1,0,3,37
74,1,0,0,38
74,1,0,2,39
74,1,0,4,40
74,1,0,1,41
74,1,0,0,42
75,2,0,4,1
75,2,0,1,2
75,2,0,2,3
75,2,0,5,4
75,2,0,3,5
75,2,0,2,6
75,2,0,2,7
75,2,0,2,8
75,2,0,1,9
75,2,0,0,10
75,2,0,4,11
75,2,0,5,12
75,2,0,2,13
75,2,0,1,14
75,2,0,2,15
75,2,0,0,16
75,2,0,2,17
75,2,0,3,18
75,2,0,4,19
75,2,0,0,20
75,2,0,4,21
75,2,0,0,22
75,2,0,3,23
75,2,0,0,24
75,2,0,3,25
75,2,0,2,26
75,2,0,2,27
75,2,0,3,28
75,2,0,4,29
75,2,0,1,30
75,2,0,5,31
75,2,0,3,32
75,2,0,5,33
75,2,0,1,34
75,2,0,3,35
75,2,0,4,36
75,2,0,2,37
75,2,0,2,38
75,2,0,2,39
75,2,0,2,40
75,2,0,3,41
75,2,0,1,42
76,2,0,3,1
76,2,0,3,2
76,2,0,4,3
76,2,0,6,4
76,2,0,2,5
76,2,0,3,6
76,2,0,2,7
76,2,0,0,8
76,2,0,4,9
76,2,0,4,10
76,2,0,1,11
76,2,0,2,12
76,2,0,1,13
76,2,0,2,14
76,2,0,1,15
76,2,0,4,16
76,2,0,5,17
76,2,0,3,18
76,2,0,3,19
76,2,0,3,20
76,2,0,0,21
76,2,0,2,22
76,2,0,2,23
76,2,0,5,24
76,2,0,6,25
76,2,0,3,26
76,2,0,0,27
76,2,0,3,28
76,2,0,5,29
76,2,0,2,30
76,2,0,9,31
76,2,0,2,32
76,2,0,2,33
76,2,0,2,34
76,2,0,3,35
76,2,0,2,36
76,2,0,3,37
76,2,0,1,38
76,2,0,1,39
76,2,0,2,40
76,2,0,5,41
76,2,0,2,42
77,3,0,3,1
77,3,0,3,2
77,3,0,4,3
77,3,0,4,4
77,3,0,7,5
77,3,0,1,6
77,3,0,3,7
77,3,0,1,8
77,3,0,5,9
77,3,0,3,10
77,3,0,2,11
77,3,0,4,12
77,3,0,6,13
77,3,0,2,14
77,3,0,2,15
77,3,0,1,16
77,3,0,4,17
77,3,0,1,18
77,3,0,0,19
77,3,0,2,20
77,3,0,1,21
77,3,0,4,22
77,3,0,0,23
77,3,0,0,24
77,3,0,3,25
77,3,0,3,26
77,3,0,5,27
77,3,0,1,28
77,3,0,4,29
77,3,0,2,30
77,3,0,1,31
77,3,0,2,32
77,3,0,3,33
77,3,0,0,34
77,3,0,3,35
77,3,0,1,36
77,3,0,1,37
77,3,0,1,38
77,3,0,4,39
77,3,0,2,40
77,3,0,1,41
77,3,0,2,42
78,2,0,3,1
78,2,0,5,2
78,2,0,0,3
78,2,0,1,4
78,2,0,0,5
78,2,0,1,6
78,2,0,3,7
78,2,0,3,8
78,2,0,3,9
78,2,0,4,10
78,2,0,3,11
78,2,0,0,12
78,2,0,0,13
78,2,0,1,14
78,2,0,1,15
78,2,0,1,16
78,2,0,3,17
78,2,0,0,18
78,2,0,3,19
78,2,0,0,20
78,2,0,3,21
78,2,0,3,22
78,2,0,1,23
78,2,0,3,24
78,2,0,1,25
78,2,0,2,26
78,2,0,2,27
78,2,0,0,28
78,2,0,1,29
78,2,0,1,30
78,2,0,1,31
78,2,0,0,32
78,2,0,1,33
78,2,0,2,34
78,2,0,0,35
78,2,0,3,36
78,2,0,3,37
78,2,0,4,38
78,2,0,0,39
78,2,0,2,40
78,2,0,1,41
78,2,0,1,42
79,1,0,4,1
79,1,0,1,2
79,1,0,3,3
79,1,0,3,4
79,1,0,1,5
79,1,0,1,6
79,1,0,0,7
79,1,0,7,8
79,1,0,4,9
79,1,0,3,10
79,1,0,1,11
79,1,0,2,12
79,1,0,0,13
79,1,0,2,14
79,1,0,0,15
79,1,0,0,16
79,1,0,6,17
79,1,0,1,18
79,1,0,2,19
79,1,0,5,20
79,1,0,6,21
79,1,0,1,22
79,1,0,2,23
79,1,0,2,24
79,1,0,2,25
79,1,0,5,26
79,1,0,4,27
79,1,0,0,28
79,1,0,0,29
79,1,0,2,30
79,1,0,3,31
79,1,0,3,32
79,1,0,3,33
79,1,0,3,34
79,1,0,2,35
79,1,0,3,36
79,1,0,4,37
79,1,0,0,38
79,1,0,1,39
79,1,0,6,40
79,1,0,3,41
79,1,0,5,42
80,2,0,5,1
80,2,0,5,2
80,2,0,7,3
80,2,0,5,4
80,2,0,3,5
80,2,0,3,6
80,2,0,0,7
80,2,0,2,8
80,2,0,3,9
80,2,0,3,10
80,2,0,3,11
80,2,0,4,12
80,2,0,1,13
80,2,0,0,14
80,2,0,1,15
80,2,0,2,16
80,2,0,1,17
80,2,0,4,18
80,2,0,3,19
80,2,0,6,20
80,2,0,1,21
80,2,0,0,22
80,2,0,3,23
80,2,0,5,24
80,2,0,2,25
80,2,0,1,26
80,2,0,0,27
80,2,0,0,28
80,2,0,2,29
80,2,0,2,30
80,2,0,5,31
80,2,0,2,32
80,2,0,4,33
80,2,0,2,34
80,2,0,4,35
80,2,0,2,36
80,2,0,0,37
80,2,0,5,38
80,2,0,9,39
80,2,0,1,40
80,2,0,2,41
80,2,0,2,42
81,1,0,3,1
81,1,0,3,2
81,1,0,3,3
81,1,0,0,4
81,1,0,0,5
81,1,0,0,6
81,1,0,1,7
81,1,0,0,8
81,1,0,0,9
81,1,0,0,10
81,1,0,3,11
81,1,0,1,12
81,1,0,3,13
81,1,0,2,14
81,1,0,1,15
81,1,0,1,16
81,1,0,2,17
81,1,0,1,18
81,1,0,1,19
81,1,0,0,20
81,1,0,0,21
81,1,0,0,22
81,1,0,2,23
81,1,0,1,24
81,1,0,2,25
81,1,0,3,26
81,1,0,4,27
81,1,0,0,28
81,1,0,0,29
81,1,0,0,30
81,1,0,2,31
81,1,0,2,32
81,1,0,0,33
81,1,0,5,34
81,1,0,2,35
81,1,0,2,36
81,1,0,2,37
81,1,0,2,38
81,1,0,3,39
81,1,0,1,40
81,1,0,1,41
81,1,0,1,42
82,1,0,6,1
82,1,0,0,2
82,1,0,5,3
82,1,0,5,4
82,1,0,1,5
82,1,0,7,6
82,1,0,3,7
82,1,0,2,8
82,1,0,2,9
82,1,0,5,10
82,1,0,6,11
82,1,0,1,12
82,1,0,1,13
82,1,0,3,14
82,1,0,1,15
82,1,0,3,16
82,1,0,3,17
82,1,0,1,18
82,1,0,1,19
82,1,0,5,20
82,1,0,4,21
82,1,0,2,22
82,1,0,2,23
82,1,0,1,24
82,1,0,1,25
82,1,0,1,26
82,1,0,4,27
82,1,0,3,28
82,1,0,1,29
82,1,0,2,30
82,1,0,1,31
82,1,0,2,32
82,1,0,3,33
82,1,0,1,34
82,1,0,2,35
82,1,0,1,36
82,1,0,6,37
82,1,0,0,38
82,1,0,0,39
82,1,0,2,40
82,1,0,1,41
82,1,0,1,42
1,1,1,0,1
1,1,1,3,2
1,1,1,3,3
1,1,1,4,4
1,1,1,8,5
1,1,1,3,6
1,1,1,1,7
1,1,1,2,8
1,1,1,0,9
1,1,1,2,10
1,1,1,5,11
1,1,1,2,12
1,1,1,5,13
1,1,1,9,14
1,1,1,1,15
1,1,1,2,16
1,1,1,1,17
1,1,1,5,18
1,1,1,0,19
1,1,1,3,20
1,1,1,6,21
1,1,1,6,22
1,1,1,5,23
1,1,1,3,24
1,1,1,2,25
1,1,1,2,26
1,1,1,6,27
1,1,1,3,28
1,1,1,4,29
1,1,1,6,30
1,1,1,0,31
1,1,1,2,32
1,1,1,5,33
1,1,1,0,34
1,1,1,0,35
1,1,1,2,36
1,1,1,0,37
1,1,1,2,38
1,1,1,2,39
1,1,1,2,40
1,1,1,4,41
1,1,1,3,42
2,1,1,2,1
2,1,1,2,2
2,1,1,1,3
2,1,1,5,4
2,1,1,3,5
2,1,1,7,6
2,1,1,0,7
2,1,1,1,8
2,1,1,0,9
2,1,1,2,10
2,1,1,4,11
2,1,1,4,12
2,1,1,1,13
2,1,1,3,14
2,1,1,5,15
2,1,1,2,16
2,1,1,2,17
2,1,1,2,18
2,1,1,2,19
2,1,1,5,20
2,1,1,1,21
2,1,1,0,22
2,1,1,1,23
2,1,1,0,24
2,1,1,0,25
2,1,1,1,26
2,1,1,0,27
2,1,1,6,28
2,1,1,0,29
2,1,1,3,30
2,1,1,0,31
2,1,1,3,32
2,1,1,0,33
2,1,1,0,34
2,1,1,2,35
2,1,1,0,36
2,1,1,2,37
2,1,1,1,38
2,1,1,3,39
2,1,1,3,40
2,1,1,1,41
2,1,1,3,42
3,2,1,1,1
3,2,1,5,2
3,2,1,0,3
3,2,1,1,4
3,2,1,6,5
3,2,1,1,6
3,2,1,7,7
3,2,1,2,8
3,2,1,2,9
3,2,1,1,10
3,2,1,0,11
3,2,1,2,12
3,2,1,2,13
3,2,1,7,14
3,2,1,0,15
3,2,1,2,16
3,2,1,1,17
3,2,1,2,18
3,2,1,3,19
3,2,1,1,20
3,2,1,0,21
3,2,1,2,22
3,2,1,1,23
3,2,1,2,24
3,2,1,2,25
3,2,1,2,26
3,2,1,0,27
3,2,1,1,28
3,2,1,1,29
3,2,1,1,30
3,2,1,1,31
3,2,1,1,32
3,2,1,1,33
3,2,1,1,34
3,2,1,9,35
3,2,1,3,36
3,2,1,0,37
3,2,1,2,38
3,2,1,1,39
3,2,1,2,40
3,2,1,1,41
3,2,1,3,42
4,2,1,0,1
4,2,1,2,2
4,2,1,3,3
4,2,1,3,4
4,2,1,1,5
4,2,1,1,6
4,2,1,0,7
4,2,1,0,8
4,2,1,8,9
4,2,1,2,10
4,2,1,5,11
4,2,1,4,12
4,2,1,2,13
4,2,1,1,14
4,2,1,0,15
4,2,1,1,16
4,2,1,1,17
4,2,1,4,18
4,2,1,3,19
4,2,1,3,20
4,2,1,0,21
4,2,1,1,22
4,2,1,0,23
4,2,1,5,24
4,2,1,5,25
4,2,1,2,26
4,2,1,4,27
4,2,1,0,28
4,2,1,2,29
4,2,1,0,30
4,2,1,2,31
4,2,1,3,32
4,2,1,3,33
4,2,1,0,34
4,2,1,0,35
4,2,1,1,36
4,2,1,1,37
4,2,1,2,38
4,2,1,2,39
4,2,1,1,40
4,2,1,1,41
4,2,1,2,42
5,2,1,2,1
5,2,1,2,2
5,2,1,1,3
5,2,1,1,4
5,2,1,1,5
5,2,1,0,6
5,2,1,2,7
5,2,1,1,8
5,2,1,3,9
5,2,1,1,10
5,2,1,1,11
5,2,1,1,12
5,2,1,3,13
5,2,1,4,14
5,2,1,2,15
5,2,1,6,16
5,2,1,3,17
5,2,1,3,18
5,2,1,3,19
5,2,1,1,20
5,2,1,5,21
5,2,1,1,22
5,2,1,2,23
5,2,1,1,24
5,2,1,3,25
5,2,1,0,26
5,2,1,1,27
5,2,1,1,28
5,2,1,2,29
5,2,1,1,30
5,2,1,3,31
5,2,1,3,32
5,2,1,1,33
5,2,1,1,34
5,2,1,0,35
5,2,1,0,36
5,2,1,0,37
5,2,1,1,38
5,2,1,0,39
5,2,1,1,40
5,2,1,0,41
5,2,1,6,42
6,2,1,1,1
6,2,1,4,2
6,2,1,4,3
6,2,1,6,4
6,2,1,1,5
6,2,1,7,6
6,2,1,0,7
6,2,1,3,8
6,2,1,3,9
6,2,1,3,10
6,2,1,8,11
6,2,1,1,12
6,2,1,1,13
6,2,1,4,14
6,2,1,3,15
6,2,1,1,16
6,2,1,1,17
6,2,1,4,18
6,2,1,2,19
6,2,1,6,20
6,2,1,1,21
6,2,1,3,22
6,2,1,4,23
6,2,1,1,24
6,2,1,0,25
6,2,1,1,26
6,2,1,3,27
6,2,1,1,28
6,2,1,1,29
6,2,1,1,30
6,2,1,1,31
6,2,1,2,32
6,2,1,3,33
6,2,1,1,34
6,2,1,1,35
6,2,1,2,36
6,2,1,1,37
6,2,1,2,38
6,2,1,1,39
6,2,1,1,40
6,2,1,1,41
6,2,1,4,42
7,2,1,4,1
7,2,1,1,2
7,2,1,7,3
7,2,1,1,4
7,2,1,3,5
7,2,1,5,6
7,2,1,1,7
7,2,1,1,8
7,2,1,6,9
7,2,1,3,10
7,2,1,2,11
7,2,1,2,12
7,2,1,0,13
7,2,1,2,14
7,2,1,4,15
7,2,1,1,16
7,2,1,1,17
7,2,1,2,18
7,2,1,1,19
7,2,1,1,20
7,2,1,2,21
7,2,1,0,22
7,2,1,0,23
7,2,1,1,24
7,2,1,3,25
7,2,1,5,26
7,2,1,1,27
7,2,1,2,28
7,2,1,4,29
7,2,1,0,30
7,2,1,0,31
7,2,1,0,32
7,2,1,1,33
7,2,1,1,34
7,2,1,2,35
7,2,1,6,36
7,2,1,0,37
7,2,1,6,38
7,2,1,0,39
7,2,1,4,40
7,2,1,1,41
7,2,1,3,42
8,2,1,1,1
8,2,1,4,2
8,2,1,7,3
8,2,1,1,4
8,2,1,4,5
8,2,1,2,6
8,2,1,4,7
8,2,1,1,8
8,2,1,1,9
8,2,1,3,10
8,2,1,2,11
8,2,1,1,12
8,2,1,1,13
8,2,1,3,14
8,2,1,3,15
8,2,1,2,16
8,2,1,0,17
8,2,1,1,18
8,2,1,4,19
8,2,1,6,20
8,2,1,0,21
8,2,1,3,22
8,2,1,2,23
8,2,1,0,24
8,2,1,1,25
8,2,1,1,26
8,2,1,0,27
8,2,1,1,28
8,2,1,2,29
8,2,1,3,30
8,2,1,2,31
8,2,1,2,32
8,2,1,0,33
8,2,1,4,34
8,2,1,4,35
8,2,1,2,36
8,2,1,7,37
8,2,1,1,38
8,2,1,0,39
8,2,1,4,40
8,2,1,0,41
8,2,1,1,42
9,2,1,4,1
9,2,1,1,2
9,2,1,0,3
9,2,1,4,4
9,2,1,0,5
9,2,1,0,6
9,2,1,2,7
9,2,1,2,8
9,2,1,5,9
9,2,1,1,10
9,2,1,1,11
9,2,1,3,12
9,2,1,2,13
9,2,1,2,14
9,2,1,2,15
9,2,1,4,16
9,2,1,1,17
9,2,1,4,18
9,2,1,2,19
9,2,1,1,20
9,2,1,5,21
9,2,1,1,22
9,2,1,1,23
9,2,1,0,24
9,2,1,0,25
9,2,1,1,26
9,2,1,0,27
9,2,1,1,28
9,2,1,1,29
9,2,1,1,30
9,2,1,1,31
9,2,1,4,32
9,2,1,0,33
9,2,1,2,34
9,2,1,6,35
9,2,1,1,36
9,2,1,5,37
9,2,1,0,38
9,2,1,8,39
9,2,1,3,40
9,2,1,0,41
9,2,1,1,42
10,2,1,2,1
10,2,1,2,2
10,2,1,4,3
10,2,1,0,4
10,2,1,1,5
10,2,1,0,6
10,2,1,2,7
10,2,1,1,8
10,2,1,0,9
10,2,1,1,10
10,2,1,1,11
10,2,1,6,12
10,2,1,2,13
10,2,1,1,14
10,2,1,4,15
10,2,1,1,16
10,2,1,3,17
10,2,1,7,18
10,2,1,1,19
10,2,1,2,20
10,2,1,3,21
10,2,1,0,22
10,2,1,0,23
10,2,1,2,24
10,2,1,5,25
10,2,1,1,26
10,2,1,0,27
10,2,1,1,28
10,2,1,1,29
10,2,1,2,30
10,2,1,2,31
10,2,1,3,32
10,2,1,4,33
10,2,1,1,34
10,2,1,1,35
10,2,1,1,36
10,2,1,2,37
10,2,1,4,38
10,2,1,2,39
10,2,1,3,40
10,2,1,1,41
10,2,1,2,42
11,2,1,5,1
11,2,1,3,2
11,2,1,5,3
11,2,1,1,4
11,2,1,6,5
11,2,1,1,6
11,2,1,0,7
11,2,1,0,8
11,2,1,1,9
11,2,1,0,10
11,2,1,1,11
11,2,1,3,12
11,2,1,0,13
11,2,1,3,14
11,2,1,2,15
11,2,1,2,16
11,2,1,2,17
11,2,1,6,18
11,2,1,2,19
11,2,1,4,20
11,2,1,0,21
11,2,1,4,22
11,2,1,1,23
11,2,1,2,24
11,2,1,7,25
11,2,1,2,26
11,2,1,7,27
11,2,1,1,28
11,2,1,0,29
11,2,1,0,30
11,2,1,2,31
11,2,1,1,32
11,2,1,0,33
11,2,1,0,34
11,2,1,2,35
11,2,1,6,36
11,2,1,1,37
11,2,1,1,38
11,2,1,1,39
11,2,1,1,40
11,2,1,1,41
11,2,1,0,42
12,3,1,5,1
12,3,1,7,2
12,3,1,1,3
12,3,1,5,4
12,3,1,1,5
12,3,1,6,6
12,3,1,9,7
12,3,1,5,8
12,3,1,3,9
12,3,1,1,10
12,3,1,1,11
12,3,1,6,12
12,3,1,6,13
12,3,1,2,14
12,3,1,2,15
12,3,1,3,16
12,3,1,1,17
12,3,1,1,18
12,3,1,1,19
12,3,1,4,20
12,3,1,4,21
12,3,1,1,22
12,3,1,6,23
12,3,1,0,24
12,3,1,1,25
12,3,1,1,26
12,3,1,4,27
12,3,1,6,28
12,3,1,6,29
12,3,1,4,30
12,3,1,1,31
12,3,1,2,32
12,3,1,1,33
12,3,1,8,34
12,3,1,1,35
12,3,1,0,36
12,3,1,2,37
12,3,1,1,38
12,3,1,0,39
12,3,1,1,40
12,3,1,0,41
12,3,1,0,42
13,2,1,2,1
13,2,1,2,2
13,2,1,1,3
13,2,1,3,4
13,2,1,1,5
13,2,1,1,6
13,2,1,1,7
13,2,1,0,8
13,2,1,1,9
13,2,1,0,10
13,2,1,8,11
13,2,1,2,12
13,2,1,0,13
13,2,1,4,14
13,2,1,1,15
13,2,1,1,16
13,2,1,0,17
13,2,1,1,18
13,2,1,1,19
13,2,1,2,20
13,2,1,3,21
13,2,1,1,22
13,2,1,3,23
13,2,1,1,24
13,2,1,1,25
13,2,1,1,26
13,2,1,1,27
13,2,1,5,28
13,2,1,2,29
13,2,1,2,30
13,2,1,3,31
13,2,1,7,32
13,2,1,1,33
13,2,1,5,34
13,2,1,0,35
13,2,1,3,36
13,2,1,3,37
13,2,1,1,38
13,2,1,2,39
13,2,1,1,40
13,2,1,1,41
13,2,1,0,42
14,2,1,2,1
14,2,1,5,2
14,2,1,0,3
14,2,1,1,4
14,2,1,3,5
14,2,1,1,6
14,2,1,2,7
14,2,1,4,8
14,2,1,1,9
14,2,1,1,10
14,2,1,1,11
14,2,1,4,12
14,2,1,2,13
14,2,1,1,14
14,2,1,7,15
14,2,1,1,16
14,2,1,2,17
14,2,1,5,18
14,2,1,1,19
14,2,1,1,20
14,2,1,1,21
14,2,1,0,22
14,2,1,1,23
14,2,1,3,24
14,2,1,1,25
14,2,1,0,26
14,2,1,0,27
14,2,1,0,28
14,2,1,1,29
14,2,1,5,30
14,2,1,1,31
14,2,1,2,32
14,2,1,0,33
14,2,1,2,34
14,2,1,0,35
14,2,1,3,36
14,2,1,1,37
14,2,1,1,38
14,2,1,0,39
14,2,1,0,40
14,2,1,2,41
14,2,1,1,42
15,2,1,3,1
15,2,1,1,2
15,2,1,7,3
15,2,1,0,4
15,2,1,0,5
15,2,1,5,6
15,2,1,0,7
15,2,1,7,8
15,2,1,2,9
15,2,1,2,10
15,2,1,1,11
15,2,1,2,12
15,2,1,0,13
15,2,1,0,14
15,2,1,1,15
15,2,1,1,16
15,2,1,1,17
15,2,1,0,18
15,2,1,0,19
15,2,1,2,20
15,2,1,0,21
15,2,1,4,22
15,2,1,1,23
15,2,1,1,24
15,2,1,4,25
15,2,1,1,26
15,2,1,2,27
15,2,1,0,28
15,2,1,2,29
15,2,1,0,30
15,2,1,1,31
15,2,1,0,32
15,2,1,1,33
15,2,1,2,34
15,2,1,4,35
15,2,1,1,36
15,2,1,1,37
15,2,1,1,38
15,2,1,2,39
15,2,1,0,40
15,2,1,0,41
15,2,1,0,42
16,1,1,6,1
16,1,1,0,2
16,1,1,1,3
16,1,1,2,4
16,1,1,0,5
16,1,1,1,6
16,1,1,0,7
16,1,1,2,8
16,1,1,2,9
16,1,1,2,10
16,1,1,2,11
16,1,1,2,12
16,1,1,6,13
16,1,1,1,14
16,1,1,2,15
16,1,1,2,16
16,1,1,0,17
16,1,1,1,18
16,1,1,2,19
16,1,1,1,20
16,1,1,1,21
16,1,1,0,22
16,1,1,1,23
16,1,1,3,24
16,1,1,1,25
16,1,1,1,26
16,1,1,0,27
16,1,1,1,28
16,1,1,4,29
16,1,1,1,30
16,1,1,5,31
16,1,1,2,32
16,1,1,2,33
16,1,1,2,34
16,1,1,3,35
16,1,1,1,36
16,1,1,0,37
16,1,1,1,38
16,1,1,0,39
16,1,1,3,40
16,1,1,2,41
16,1,1,1,42
17,2,1,2,1
17,2,1,0,2
17,2,1,7,3
17,2,1,1,4
17,2,1,4,5
17,2,1,2,6
17,2,1,1,7
17,2,1,1,8
17,2,1,1,9
17,2,1,1,10
17,2,1,2,11
17,2,1,1,12
17,2,1,2,13
17,2,1,3,14
17,2,1,0,15
17,2,1,1,16
17,2,1,0,17
17,2,1,6,18
17,2,1,0,19
17,2,1,0,20
17,2,1,2,21
17,2,1,2,22
17,2,1,1,23
17,2,1,1,24
17,2,1,0,25
17,2,1,1,26
17,2,1,0,27
17,2,1,1,28
17,2,1,1,29
17,2,1,0,30
17,2,1,4,31
17,2,1,2,32
17,2,1,3,33
17,2,1,4,34
17,2,1,0,35
17,2,1,1,36
17,2,1,1,37
17,2,1,1,38
17,2,1,1,39
17,2,1,0,40
17,2,1,0,41
17,2,1,1,42
18,2,1,2,1
18,2,1,3,2
18,2,1,6,3
18,2,1,3,4
18,2,1,3,5
18,2,1,1,6
18,2,1,2,7
18,2,1,4,8
18,2,1,4,9
18,2,1,3,10
18,2,1,2,11
18,2,1,1,12
18,2,1,1,13
18,2,1,1,14
18,2,1,0,15
18,2,1,0,16
18,2,1,3,17
18,2,1,4,18
18,2,1,2,19
18,2,1,2,20
18,2,1,1,21
18,2,1,3,22
18,2,1,1,23
18,2,1,1,24
18,2,1,1,25
18,2,1,0,26
18,2,1,2,27
18,2,1,2,28
18,2,1,1,29
