gender,condition,dissim
1,1,0.0355702071342694
1,1,0.033008603242426
1,1,0.0235034679970185
1,1,0.0310174875539584
1,1,0.0204253354493706
1,1,0.0256903816343382
1,1,0.045880709295009
1,1,0.0419955745601557
1,1,0.0256684041001752
1,1,0.0485349163153193
1,1,0.0449995221991531
1,1,0.0423623272051673
1,1,0.0303172530487892
1,1,0.0159445868605806
1,1,0.0233677208973173
1,1,0.0241990710357632
1,1,0.0221050946727289
1,1,0.0255435803149853
1,1,0.0492787898281209
1,1,0.0469874174783124
1,1,0.0349847545056096
1,1,0.0345639631342707
1,1,0.0548675243155537
1,1,0.0585736939791396
1,1,0.0236621516797948
1,1,0.032057368855309
1,1,0.0437874793615421
1,1,0.0355403380295258
1,1,0.048542813577616
1,1,0.0254570721003477
1,1,0.0488064944312876
1,1,0.0262907324838327
1,1,0.0255206053870884
1,1,0.0178789048876115
1,1,0.0325426285763127
1,1,0.0436170020702574
1,1,0.0206411963679402
1,1,0.0331893390284141
1,1,0.042069996567343
1,1,0.054046207680361
1,1,0.0351158880875016
1,1,0.0307108841312479
1,1,0.0387654597076948
1,1,0.0253096160679759
1,1,0.0321838369029615
1,1,0.030823980903261
1,1,0.0452108025750968
1,1,0.0377714488372177
1,1,0.0232483707307547
1,1,0.0345557883101104
1,1,0.032840698172633
1,1,0.0309448032380177
1,1,0.0342906531536056
1,1,0.0393488662668667
1,1,0.0222014929879607
1,1,0.0360233016212451
1,1,0.0371367880035557
1,1,0.0193281977685475
1,1,0.0378627243457359
1,1,0.0412285441233895
1,1,0.0272542606920548
1,1,0.0344276795030931
1,1,0.0427496374257286
1,1,0.0426667897596017
1,1,0.0212349896823382
1,1,0.0335914313849443
1,1,0.0383616003472389
1,1,0.0344465566324112
1,1,0.0327494900696845
1,1,0.036306410310264
1,1,0.0431159943737377
1,1,0.0327201590294426
1,1,0.0337472788715387
1,1,0.0484222559282327
1,1,0.0404656811868493
1,1,0.0253368221916092
1,1,0.0220911230828151
1,1,0.0435059073551171
1,1,0.0309171293360843
1,1,0.0392806146372852
1,1,0.0231312717489076
1,1,0.026903226281758
1,1,0.0364902819732477
1,1,0.0436684044756468
1,1,0.029402124577363
1,1,0.0202638842289239
1,1,0.0205253247536383
1,1,0.022493022482555
1,1,0.0367682938905681
1,1,0.0248175522312833
1,1,0.0347894986901246
1,1,0.0120127265537517
1,1,0.0340086646455311
1,1,0.0357997233795123
1,1,0.0338159309408502
1,1,0.0280794990700611
1,1,0.0332394250845784
1,1,0.0288474260957951
1,1,0.0134371795162797
1,1,0.0234174272758718
1,1,0.0304425741428942
1,1,0.0380426315407036
1,1,0.0296640902316081
1,1,0.0278393167245789
1,1,0.0234345005443777
1,1,0.0196574291901773
1,1,0.0263396576083274
1,1,0.0328513569798846
1,1,0.0288687814247702
1,1,0.0477338978332488
1,1,0.0363710695311979
1,1,0.0291490701752669
1,1,0.0275560365994218
1,1,0.0310018114098398
1,1,0.0244881221465164
1,1,0.037261285917841
1,1,0.0341102136932757
1,1,0.0226372061419188
1,1,0.0465351199029224
1,1,0.026749929853993
1,1,0.0277847420899075
1,1,0.0394345233586484
1,1,0.02490235696207
1,1,0.0294556913232929
1,1,0.0404239796737774
1,1,0.0299810455667838
1,1,0.0383647697603548
1,1,0.0322102772657094
1,1,0.0371368854406216
1,1,0.0269849742654582
1,1,0.0257948401934025
1,1,0.0296277218290222
1,1,0.0245195594000149
1,1,0.0229539821077076
1,1,0.0171705273856235
1,1,0.041843627322231
1,1,0.0414572247885278
1,1,0.0292484494624514
1,1,0.0282220442965625
1,1,0.0474139661650202
1,1,0.0503852232864068
1,1,0.0313085353240675
1,1,0.0261955311156205
1,1,0.0382581492206162
1,1,0.0233594023142969
1,1,0.0385265461717881
1,1,0.0225699567975954
1,1,0.0434502031386623
1,1,0.0280354033105262
1,1,0.0253179664771796
1,1,0.03884258686056
1,1,0.0297840936466851
1,1,0.0216852978729314
1,1,0.0286560580701302
1,1,0.0236890919318911
1,1,0.0195808011073652
1,1,0.0456785056884677
1,1,0.0335927065122255
1,1,0.0432689123626068
1,1,0.0239849116155989
1,1,0.0393811139372804
1,1,0.0430310380294623
1,1,0.0178348331790221
1,1,0.0382509754175863
1,1,0.034551280390518
1,1,0.0345553882765196
1,1,0.0284678682400302
1,1,0.0239995292054683
1,1,0.0177708547299941
1,1,0.0375714623720058
1,1,0.0280702953972481
1,1,0.032540488436025
1,1,0.0437465496717579
1,1,0.0388015300128664
1,1,0.0352741269276091
1,1,0.0247377054126112
1,1,0.0493270066176209
1,1,0.052360484927271
1,1,0.0268392856994016
1,1,0.0316494463198188
1,1,0.0370258456068552
1,1,0.0275217834731942
1,1,0.0401146194777032
1,1,0.026649377095343
1,1,0.0451391060234348
1,1,0.0383677413644656
1,1,0.0334749966670933
1,1,0.024098595479794
1,1,0.0251328515050308
1,1,0.0377965702058601
1,1,0.0172006726928207
1,1,0.0471083563920718
1,1,0.036429314679717
1,1,0.047662338886834
1,1,0.0236057642752393
1,1,0.031650247528021
1,1,0.0291381716919942
1,1,0.0405822053059836
1,1,0.0312738385661453
1,1,0.0507676598726043
1,1,0.0417805737809194
1,1,0.0445688759069462
1,1,0.0355736923021398
1,1,0.0225678195527522
1,1,0.0234027814081676
1,1,0.0358901867296828
1,1,0.0230706781151653
1,1,0.0343932311459026
1,1,0.0507018480602939
1,1,0.0454253678951812
1,1,0.0447858312368953
1,1,0.0399195774657444
1,1,0.0561373948877662
1,1,0.0604107787552452
1,1,0.0301864492831722
1,1,0.0308933056152139
1,1,0.0438629937164167
1,1,0.0365712072182818
1,1,0.0524164000952408
1,1,0.0276892627768836
1,1,0.0485320680313078
1,1,0.0362894896977073
1,1,0.0335323776846037
1,1,0.0292544834463052
1,1,0.028329673854608
1,1,0.040411280737307
1,1,0.034978751329279
1,1,0.041097938968264
1,1,0.0303391975931369
1,1,0.0561577834129386
1,1,0.0337812922685446
1,1,0.0291772484389051
1,1,0.0434695482410167
1,1,0.0238015442826638
1,1,0.0375543186722231
1,1,0.0301284866408923
1,1,0.029500035454697
1,1,0.0361498468763439
1,1,0.0257069449301313
1,1,0.0260273727758587
1,1,0.0358184026943791
1,1,0.0340315753297734
1,1,0.0164503081242701
1,1,0.0376607625679512
1,1,0.0481278869474826
1,1,0.029275834009616
1,1,0.0233739304317551
1,1,0.0430667238468149
1,1,0.0470225016896223
1,1,0.0274531377287621
1,1,0.0262608059830218
1,1,0.0340880044095998
1,1,0.0308940591130894
1,1,0.0248733804451272
1,1,0.0248300584142487
1,1,0.0456866241289013
1,1,0.0299961294054595
1,1,0.0238924037291669
1,1,0.0175763616919264
1,1,0.0377990533932529
1,1,0.0253631533896874
1,1,0.0216386050292482
1,1,0.0265823439871357
1,1,0.0307512692721735
1,1,0.0377215479133163
1,1,0.0266763265034063
1,1,0.0260815900248638
1,1,0.0309961727315102
1,1,0.0321143000845128
1,1,0.0277594482748733
1,1,0.0307459673986199
1,1,0.0242199708092237
1,1,0.0160994031820026
1,1,0.0295465267172516
1,1,0.0234065761514401
1,1,0.0307789529032936
1,1,0.0479838916397407
1,1,0.031970474460162
1,1,0.0296934145711638
1,1,0.0305825566564874
1,1,0.0260583393767049
1,1,0.0358576341193573
1,1,0.0458011640779659
1,1,0.0327880669044856
1,1,0.0204768618812834
1,1,0.0259618504245363
1,1,0.0221006461723542
1,1,0.0334960794423977
1,1,0.0330757765476234
1,1,0.0319077053603537
1,1,0.0311665830866897
1,1,0.0288942263375742
1,1,0.0358548879878151
1,1,0.026580868826902
1,1,0.0361014617381453
1,1,0.0371813806078098
1,1,0.0268344035846018
1,1,0.0167895696595318
1,1,0.0414164612996255
1,1,0.0292062707132739
1,1,0.0261640497663809
1,1,0.0249843920302029
1,1,0.0271915797027166
1,1,0.0306184938825759
1,1,0.0243809269831425
1,1,0.0374639211436776
1,1,0.045647596930017
1,1,0.0398285411267077
1,1,0.0375570427331519
1,1,0.0421077637083671
1,1,0.0318180147600544
1,1,0.0193897389796286
1,1,0.0258625387750606
1,1,0.0304047146902649
1,1,0.0189068136549143
1,1,0.0276851556734653
1,1,0.0288739436926761
1,1,0.0280151959606766
1,1,0.0273485044391296
1,1,0.0285073934642293
1,1,0.0221399518050132
1,1,0.020308383930247
1,1,0.0328194805133303
1,1,0.0462230848180946
1,1,0.0382861511904038
1,1,0.0315717312091896
1,1,0.0415291518894821
1,1,0.0398330688359704
1,1,0.0463478611114846
1,1,0.0291116434191286
1,1,0.0295853960280871
1,1,0.0373401198556923
1,1,0.0351138578000508
1,1,0.021382734603015
1,1,0.0216585985692332
1,1,0.0449991259958748
1,1,0.0237115373246605
1,1,0.0254389503289204
1,1,0.0290658628823805
1,1,0.0235768767807258
1,1,0.0397107038970999
1,1,0.0271616690025197
1,1,0.0261468629687145
1,1,0.0268094274688454
1,1,0.0246273576718525
1,1,0.027314210046015
1,1,0.0338068345574991
1,1,0.0325537587565014
1,1,0.0243157672757747
1,1,0.025885545634923
1,1,0.0229476284681531
1,1,0.0189391112068276
1,1,0.0300856040956152
1,1,0.0389376968287931
1,1,0.0368061313336101
1,1,0.0325514215000808
1,1,0.0186486779537496
1,1,0.0412952351816506
1,1,0.0249516976291996
1,1,0.0405946524594111
1,1,0.0273523950985315
1,1,0.0258277356655331
1,1,0.0201320869533461
1,1,0.0319523268513486
1,1,0.0145388533727475
1,1,0.0193459156259318
1,1,0.0237788672321042
1,1,0.0349639280845334
1,1,0.0417016764732612
1,1,0.0461974363183102
1,1,0.0510681338376557
1,1,0.0448167541999162
1,1,0.0365643544545175
1,1,0.0400638372013017
1,1,0.0283620273010822
1,1,0.0377605644175499
1,1,0.0327594219421935
1,1,0.0215664543032615
1,1,0.022967517559959
1,1,0.033233162554487
1,1,0.0387078290026527
1,1,0.0395812975867161
1,1,0.0310718132790503
1,1,0.0320215507441547
1,1,0.0182390382883519
1,1,0.0267089931011936
1,1,0.0393938935385041
1,1,0.0379723731014564
1,1,0.0336220657505669
1,1,0.045887183173371
1,1,0.0432149900717597
1,1,0.0385773764714717
1,1,0.023984673621454
1,1,0.0426008700898896
1,1,0.0162926918131148
1,1,0.0281598918479666
1,1,0.0279627050182907
1,1,0.0290667573990335
1,1,0.0333833440768479
1,1,0.0367096159196859
1,1,0.0447591749819478
1,1,0.040184233224652
1,1,0.0236261127703917
1,1,0.024010390875211
1,1,0.0223939749260742
1,1,0.0264246935741018
1,1,0.022361554467047
1,1,0.0346227509846353
1,1,0.0202610908317504
1,1,0.0351104051076003
1,1,0.0314455697458488
1,1,0.0261373629412853
1,1,0.0209105791617516
1,1,0.0208659967836977
1,1,0.0269731007447702
1,1,0.024530907814009
1,1,0.0281679296317243
1,1,0.0265106085088396
1,1,0.0297016503604081
1,1,0.0445265162017625
1,1,0.0399870324483294
1,1,0.0321821555162592
1,1,0.018983351850245
1,1,0.0374813231155611
1,1,0.0288250196589376
1,1,0.0225336982273705
1,1,0.0364763977332474
1,1,0.0340791139904963
1,1,0.0395406036340329
1,1,0.0490734038014349
1,1,0.0377531553873211
1,1,0.0329871565065589
1,1,0.0266881684175104
1,1,0.0283657152567481
1,1,0.0304797930972275
1,1,0.023240214841385
1,1,0.025330814359286
1,1,0.0283943174148776
1,1,0.0493252512599334
1,1,0.0392227202897641
1,1,0.0357417027375055
1,1,0.0237243861192971
1,1,0.0403422692055648
1,1,0.0289009820881371
1,1,0.0386605057513753
1,1,0.0314983355915495
1,1,0.0328471388396742
1,1,0.0286571058457429
1,1,0.0494369226710104
1,1,0.0354618119340808
1,1,0.0373287474542682
1,1,0.0314452201330579
1,1,0.0392396614436632
1,1,0.0349574292963586
1,1,0.0336698317397789
1,1,0.0301657694091594
1,1,0.035229036768693
1,1,0.0295040272936867
1,1,0.0272928318372078
1,1,0.0343966136387883
1,1,0.0289770010731197
1,1,0.0119960701255452
1,1,0.0236971757902957
1,1,0.0307770445827706
1,1,0.0343573075045012
1,1,0.0333067118627304
1,1,0.0405120081359677
1,1,0.0309187932166343
1,1,0.0212863654610168
1,1,0.0250231757513466
1,1,0.0347120857353754
1,1,0.0325558825358417
1,1,0.0190482298339605
1,1,0.0428685045863032
1,1,0.0401009756671586
1,1,0.0307962725959458
1,1,0.0315367021973025
1,1,0.0256641423856111
1,1,0.0386360420268103
1,1,0.030412941844607
1,1,0.0254875036660164
1,1,0.0312147240337526
1,1,0.0275954323233535
1,1,0.0228983904913001
1,1,0.0236857910589494
1,1,0.0191040148204889
1,1,0.019617916650868
1,1,0.043245501641477
1,1,0.0443279794857236
1,1,0.0301842839967846
1,1,0.0330920392917962
1,1,0.0458352071469294
1,1,0.0482072870802675
1,1,0.0238755415083639
1,1,0.0360464382948386
1,1,0.0394261208516073
1,1,0.033180200732752
1,1,0.0401692606298077
1,1,0.0241348206938199
1,1,0.0434199349695417
1,1,0.0223188037291728
1,1,0.025052216800589
1,1,0.0312972636538211
1,1,0.0247800187296685
1,1,0.0315077091912851
1,1,0.0160488281640543
1,1,0.0452929517947498
1,1,0.0214757401493214
1,1,0.0471843301276597
1,1,0.0247463806518762
1,1,0.036614893323978
1,1,0.0317288429770832
1,1,0.0213612761015338
1,1,0.0446966596947013
1,1,0.0481750192403784
1,1,0.0386389809154975
1,1,0.0273989245850657
1,1,0.053270258094346
1,1,0.0502314002006219
1,1,0.0312348156655645
1,1,0.0306116976979125
1,1,0.0436084600191156
1,1,0.0305585638673334
1,1,0.044642434051515
1,1,0.0319527325923164
1,1,0.048783081285274
1,1,0.0344812459444665
1,1,0.0227264119866103
1,1,0.022787278083687
1,1,0.0291626899456662
1,1,0.0341392121790491
1,1,0.0165496665739032
1,1,0.0311065653508602
1,1,0.0217192673835689
1,1,0.0516850024085487
1,1,0.0194547149664263
1,1,0.0212456642719706
1,1,0.0303786381905068
1,1,0.0507521239302261
1,1,0.0445916597351908
1,1,0.0454110387003159
1,1,0.0412633229218346
1,1,0.0561094667623885
1,1,0.0605383381935986
1,1,0.0233616354808544
1,1,0.033527186150347
1,1,0.0435469954053473
1,1,0.0323370929459227
1,1,0.0482840997949942
1,1,0.0280472088570411
1,1,0.0480729813649988
1,1,0.0377879196871855
1,1,0.0409115510294929
1,1,0.0377320617060315
1,1,0.0302187449286342
1,1,0.0267264782953469
1,1,0.0373423956298074
1,1,0.0332854553420229
1,1,0.0256742865361772
1,1,0.0563906382795177
1,1,0.0297498971769795
1,1,0.0314016660945916
1,1,0.045768801292603
1,1,0.0373550293760617
1,1,0.0397215599695613
1,1,0.0352223030795462
1,1,0.0494219178380488
1,1,0.0483043840022695
1,1,0.0220081674072721
1,1,0.0280198508912586
1,1,0.0366132473985491
1,1,0.0262414495830036
1,1,0.0477961618167229
1,1,0.0194720968234402
1,1,0.0410161884580181
1,1,0.0357572626882617
1,1,0.0387969507806797
1,1,0.0261938050204218
1,1,0.0299005157213926
1,1,0.029324587882831
1,1,0.0336686928126888
1,1,0.0443312607630118
1,1,0.0267214279901482
1,1,0.0500216391739556
1,1,0.0290504550251031
1,1,0.0378976535672069
1,1,0.0419020136709909
1,1,0.0276192915377506
1,1,0.0382374150583566
1,1,0.0446943374802944
1,1,0.0434811088750829
1,1,0.0216624040887439
1,1,0.0329105756751336
1,1,0.039493072970262
1,1,0.0284519797145175
1,1,0.022492368823701
1,1,0.0286023388166363
1,1,0.0443800536945511
1,1,0.0268202342526836
1,1,0.0210167680542057
1,1,0.0231030945799302
1,1,0.0364789442729252
1,1,0.0264006103730325
1,1,0.0213784143645506
1,1,0.029309921889903
1,1,0.0345228213007364
1,1,0.0414515915137103
1,1,0.0226492277099183
1,1,0.0216403851442752
